EAN;Menor preço (R$);Origem;Produto;Link
7896658034947;509.63;DROGAL;Vivencia Patch 27mg 30 Adesivos Transdérmicos;https://www.drogal.com.br/vivencia-patch-27mg-30-adesivos-transdermicos/p
7892828001405;47.89;DROGAL;Sepurin 20 Drágeas;https://www.drogal.com.br/sepurin-20-drageas/p
7896382707681;239.1;DROGAL;Basaglar 100 UI/ml Solução Estéril para Injeção Subcutânea 5 Refis 3ml Cada;https://www.drogal.com.br/basaglar-100-ui-ml-solucao-esteril-para-injecao-subcutanea-5-refis-3ml-cada/p
7891350038613;14.99;DROGAL;Desodorante Antitranspirante Aerossol Masculino Clinical Bozzano Clean 150ml;https://www.drogal.com.br/desodorante-aerossol-clinical-bozzano-clean-masculino-150ml/p
7896658034695;66.39;DROGAL;Livepax 750mg 5 Comprimidos Revestidos;https://www.drogal.com.br/livepax-750mg-5-comprimidos-revestidos/p
7891010251031;35.99;DROGAL;Água Micelar Bifásica Neutrogena Hydro Boost 200ml;https://www.drogal.com.br/agua-micelar-bifasica-neutrogena-hydro-boost-200ml/p
7896436906367;199.99;DROGAL;Monitor de Pressão Arterial Omron Automático de Braço HEM-7122;https://www.drogal.com.br/monitor-de-pressao-arterial-omron-automatico-de-braco-hem-7122/p
7897595901323;19.99;DROGAL;Puran T4 75mcg 30 Comprimidos;https://www.drogal.com.br/puran-t4-75mcg-30-comprimidos/p
7891317154721;29.59;DROGAL;Acetato de Clormadinona 2mg + Etinilestradiol 0,03mg Eurofarma 21 Comprimidos Revestidos;https://www.drogal.com.br/acetato-de-clormadinona-2mg--etinilestradiol-003mg-eurofarma-21-comprimidos-revestidos/p
5702191027068;76.69;DROGAL;Fucidin 20mg/g Pomada Dermatológica 15g;https://www.drogal.com.br/fucidin-20mg-g-pomada-dermatologica-15g/p
7896000620668;24.59;DROGAL;Chupeta Ortodôntica Kuka Color Decorada Nº2 Cor Azul 1 Unidade;https://www.drogal.com.br/chupeta-ortodontica-kuka-color-decorada-no2-cor-azul-1-unidade/p
7908020500384;1.59;DROGAL;Antiácido Efervescente Gastroliv Sabor Abacaxi 5g;https://www.drogal.com.br/antiacido-efervescente-gastroliv-sabor-abacaxi-5g/p
7896094207493;51.19;DROGAL;Égide 25mg caixa com 60 comprimidos revestidos;https://www.drogal.com.br/egide-25mg-60-cpr-rev-c1/p
7896637022729;118.69;DROGAL;Azulfin 500mg 60 Comprimidos Revestidos;https://www.drogal.com.br/azulfin-500mg-60-comprimidos-revestidos/p
076840003709;51.9;DROGAL;"Sorvete Ben&amp;Jerry&apos;s Half Baked 458ml";https://www.drogal.com.br/sorvete-benjerrys-half-baked-458ml/p
7897337716567;82.79;DROGAL;Nuvaring 1 Anel Vaginal + Aplicador Descartável;https://www.drogal.com.br/nuvaring-1-anel--vaginal--aplicador-descartavel-/p
7894650009567;22.29;DROGAL;Repelente Off Family Spray 170ml;https://www.drogal.com.br/repelente-off-family-spray-170ml/p
7896212420209;141.99;DROGAL;Risperdal 1mg 20 Comprimidos Revestidos;https://www.drogal.com.br/risperdal-1mg-20-comprimidos-revestidos/p
3282770139167;44.19;DROGAL;Sabonete Hidratante em Barra Darrow Nutriol 70g;https://www.drogal.com.br/sabonete-hidratante-em-barra-darrow-nutriol-70g/p
7896083412198;120.49;DROGAL;Petamig 50mg 30 Cápsulas Moles;https://www.drogal.com.br/petamig-50mg-30-capsulas-moles/p
7896083412631;58.99;DROGAL;Suplemento Alimentar Infantil Simpli-D 400 U.I Sabor Morango Solução Spray 10ml;https://www.drogal.com.br/suplemento-alimentar-infantil-simpli-d-400-ui-sabor-morango-solucao-spray-10ml/p
7897595634238;224.79;DROGAL;Zinnat 500mg 10 Comprimidos Revestidos;https://www.drogal.com.br/zinnat-500mg-10-comprimidos-revestidos/p
7893454714813;188.99;DROGAL;Suplemento Alimentar Culturelle Probiótico Saúde Digestiva 30 Cápsulas;https://www.drogal.com.br/suplemento-alimentar-culturelle-probiotico-saude-digestiva-30-capsulas-com-400mg/p
7896548111987;22.19;DROGAL;Maxitrol 1 + 5mg + 6mui suspensão oftálmica frasco gotejador com 5ml;https://www.drogal.com.br/maxitrol-col-5ml/p
7898942324406;174.55;DROGAL;Suplemento Alimentar Fascia Sabor Laranja 30 Sachês 11g;https://www.drogal.com.br/suplemento-alimentar-fascia-sabor-laranja-30-saches-11g/p
7898040329464;58.89;DROGAL;Suplemento Alimentar Calcitran MDK 1.000 UI 30 Comprimidos Revestidos;https://www.drogal.com.br/suplemento-alimentar-calcitran-mdk-1000-ui-30-comprimidos-revestidos/p
7896061997402;38.59;DROGAL;Fralda Shortinho Babysec Ultrasec Mega Galinha Pintadinha XXXG 16 Unidades;https://www.drogal.com.br/fralda-shortinho-babysec-ultrasec-mega-galinha-pintadinha-xxxg-16-unidades/p
4005900909794;4.65;DROGAL;"Sabonete em Barra Nivea Natural &amp; Essencial Hibisco 90g";https://www.drogal.com.br/sabonete-em-barra-nivea-natural--essencial-hibisco-90g/p
7896094211704;1400.97;DROGAL;Emgality 120mg/ml Solução Injetável com 1 Auto-injetor Preenchido 1 ml;https://www.drogal.com.br/emgality-120mg-ml-solucao-injetavel-com-1-auto-injetor-preenchido-1-ml/p
7898215151708;6.29;DROGAL;Leite integral Piracanjuba 1 Litro;https://www.drogal.com.br/leite-integral-piracanjuba-1-litro/p
7506306233362;9.99;DROGAL;Desodorante Antitranspirante Aerosol Axe Urban Invisible 152ml;https://www.drogal.com.br/desodorante-antitranspirante-axe-urban-invisible-antimarks-152ml/p
7891350026627;24.49;DROGAL;Loção Facial Pós-Barba Bozzano Night Blue 100ml;https://www.drogal.com.br/locao-facial-pos-barba-bozzano-night-blue-100ml/p
7896676433180;10.89;DROGAL;Ciclolato 10mg/ml Solução Oftálmica Estéril 5ml;https://www.drogal.com.br/ciclolato-10mg-ml-solucao-oftalmica-esteril-5ml/p
7896658022944;221.9;DROGAL;Donila Duo 10/20mg 30 Comprimidos Revestidos;https://www.drogal.com.br/donila-duo-10-20mg-30-comprimidos-revestidos/p
7908414407381;30.35;DROGAL;Termômetro Digital Multilaser Minnie com Ponta Flexível HC079;https://www.drogal.com.br/termometro-digital-multilaser-minnie-com-ponta-flexivel-hc079/p
7908079513427;34.99;DROGAL;Fralda Flock Baby Dry Comfort Tamanho XG 34 Unidades;https://www.drogal.com.br/fralda-flock-baby-dry-comfort-tamanho-xg-34-unidades/p
7899095233805;26.99;DROGAL;Acetilcisteína 20mg/ml Geolab Xarope Infantil 120ml;https://www.drogal.com.br/acetilcisteina-20mgml-geolab-xarope-infantil-120ml/p
7898574611387;19.09;DROGAL;Desogestrel + Etinilestradiol 0,15mg + 0,02mg 21 Comprimidos Revestidos - Melcon;https://www.drogal.com.br/desogestrel-etinilestradiol-015mg-002mg-21-comprimidos-revestidos-melcon/p
7908079507297;14.15;DROGAL;Fita Cirúrgica Microporosa Triane Branca 2,5cm X 4,5m;https://www.drogal.com.br/fita-cirurgica-microporosa-triane-branca-25cm-x-45m/p
7896714293257;19.29;DROGAL;Neo Fedipina 10mg 30 Comprimidos;https://www.drogal.com.br/neo-fedipina-10mg-30-cpr/p
7896012881439;104.99;DROGAL;Roupa Íntima Descartável Bigfral Moviment Unissex G/XG 32 Unidades;https://www.drogal.com.br/fralda-descartavel-bigfral-moviment-unissex-g-xg-32-unidades/p
7891150094406;40.85;DROGAL;Óleo Finalizador Tresemmé Brilho Lamelar 60ml;https://www.drogal.com.br/oleo-finalizador-tresemme-brilho-lamelar-60ml/p
7896004711508;12.09;DROGAL;Nitrazepam - Germed Pharma 5mg caixa com 20 comprimidos;https://www.drogal.com.br/nitrazepam-5mg20cpggmd-b1/p
7898040321253;62.89;DROGAL;Dolamin Flex 125mg + 5,0mg caixa com 15 comprimidos;https://www.drogal.com.br/dolamin-flex-15-cpr/p
7896637032216;49.09;DROGAL;Suplemento Alimentar Probid 15 Cápsulas;https://www.drogal.com.br/suplemento-alimentar-probid-15-capsulas/p
9786526103814;9.99;DROGAL;Livro Com Aquarela Unicórnios Mágicos 1 Unidade;https://www.drogal.com.br/livro-com-aquarela-unicornios-magicos-1-unidade/p
7896641813399;64.59;DROGAL;FiberNorm 10 sachês de 5g cada;https://www.drogal.com.br/fibernorm-10-sachets/p
63503;17.76;DROGAL;Reparador de Pontas Capilar 30ml;https://www.drogal.com.br/reparador-de-pontas-capilar-30ml/p
7899706172127;96.29;DROGAL;Leave-in Renovador de Pontas Vichy Dercos Kera-Solutions 50ml;https://www.drogal.com.br/leave-in-renovador-de-pontas-vichy-dercos-kera-solutions-50ml/p
8720689007160;68.99;DROGAL;Bico de Mamadeira Philips Avent Pétala 6M+ 2 Unidades;https://www.drogal.com.br/bico-de-mamadeira-philips-avent-petala-6m-2-unidades/p
7896001250628;12.73;DROGAVEN;Adoçante Linea Sucralose líquido 75mL;https://www.drogaven.com.br/adocante-linea-sucralose-liquido-75ml/p
7898495608329;45.39;DROGAL;Venocel Gel 300g;https://www.drogal.com.br/venocel-gel-300g/p
7500435185011;94.99;DROGAL;Suplemento Alimentar Femibion 1 Planejamento e Início da Gravidez  28 Comprimidos;https://www.drogal.com.br/suplemento-alimentar-femibion-1-planejamento-e-inicio-da-gravidez-28-comprimidos/p
8429420277984;123.99;DROGAL;Sérum Noturno Facial Isdin Acniben Nigth Concentrate Anti-imperfeições 27ml;https://www.drogal.com.br/serum-noturno-facial-isdin-acniben-nigth-concentrate-anti-imperfeicoes-27ml/p
7891010568764;19.95;DROGAL;"Lenços Umedecidos Johnson&apos;s Baby Hora do Sono 48 Unidades";https://www.drogal.com.br/lencos-umedecidos-johnsons-baby-hora-do-sono-48-unidades/p
7891142982384;19.9;DROGAL;Alivium 400mg 8 Cápsulas Líquidas;https://www.drogal.com.br/alivium-400mg-8-capsulas-liquidas/p
