EAN;Produto;Preço (R$);Link
7500435184922;Creme de Tratamento Aussie 3 Minutos Milagrosos Cachos e Crespos 236ml;59.9;https://www.drogaraia.com.br/aussie-3-minutos-milagrosos-cachos-e-crespos-236ml.html
7896013563839;TINTURA MAXTON COR: 8.26 MARSALA;26.9;https://www.drogaraia.com.br/tintura-maxton-cor-8-26-marsala-935284.html
7896098809747;Copo De Treinamento 360° Evolution Magic Cup Rosa Gata Nuk;69.9;https://www.drogaraia.com.br/copo-de-treinamento-360-evolution-magic-cup-rosa-gata-nuk-715347.html
7898919865857;Fosvita Vitafor Fibras Alimentares 250g;77.9;https://www.drogaraia.com.br/fosvita-regulador-intestinal-vitafor-250g-696774.html
7500435148436;Lenço Umedecido Pampers Aroma de Lavanda 48 unidades ;17.9;https://www.drogaraia.com.br/pampers-lencos-umedecidos-aroma-de-lavanda-48-unidades.html
15301;Wella Professionals Oil Reflections - Shampoo 1L +Máscara Capilar 500ml+Oil Reflections Ligth 30ml;489.99;https://www.drogaraia.com.br/wella-professionals-oil-reflections-shampoo-1l-mascara-capilar-500ml-oil-reflections-ligth-30ml-773876.html
7793537678240;TRATAMENTO PARA ESPINHAS E CELULITE NO BUMBUM KIT INOVADOR;46.7;https://www.drogaraia.com.br/tratamento-para-espinhas-e-celulite-no-bumbum-kit-inovador-918434.html
7898687730678;SUPLEMENTO CARTLIV ULTRA MDK 60 CáPSULAS - EQUALIV;90.0;https://www.drogaraia.com.br/suplemento-cartliv-ultra-mdk-60-capsulas-equaliv-778818.html
7897888806922;SABONETE LíQUIDO DETA GOLD LíRIO BRANCO 490ML;19.37;https://www.drogaraia.com.br/sabonete-liquido-deta-gold-lirio-branco-490ml-831862.html
7896671692919;SABONETE ÍNTIMO FLORES E VEGETAIS NEUTRO 250ML;30.55;https://www.drogaraia.com.br/sabonete-intimo-flores-e-vegetais-neutro-250ml-1003416.html
915225;CâMARA DE AR 24X1.3/8 POL PIRELLI  PARA CADEIRA DE RODAS;30.5;https://www.drogaraia.com.br/camara-de-ar-24x1-3-8-pol-pirelli-para-cadeira-de-rodas-915225.html
